first_pokemon,second_pokemon,winner,first_pokemon_name,second_pokemon_name,winner_name
483,458,483,Stunky,Burmy,Stunky
186,481,481,Lanturn,Purugly,Purugly
534,756,534,Wash Rotom,Slurpuff,Wash Rotom
794,310,794,Yveltal,Shroomish,Yveltal
638,460,638,Gothitelle,Wormadam Sandy Cloak,Gothitelle
694,486,694,Durant,Bronzong,Durant
414,321,414,Mega Metagross,Makuhita,Mega Metagross
695,511,511,Deino,Abomasnow,Abomasnow
431,248,248,Deoxys Defense Forme,Houndoom,Houndoom
613,567,613,Krokorok,Herdier,Krokorok
62,632,62,Mankey,Zorua,Mankey
389,460,460,Duskull,Wormadam Sandy Cloak,Wormadam Sandy Cloak
408,253,253,Shelgon,Porygon2,Porygon2
665,537,537,Eelektrik,Mow Rotom,Mow Rotom
134,730,134,Jynx,Fletchling,Jynx
576,471,576,Simipour,Gastrodon,Simipour
433,622,622,Turtwig,Scrafty,Scrafty
35,192,192,Nidoran♀,Natu,Natu
677,241,241,Cryogonal,Corsola,Corsola
770,627,770,Aurorus,Carracosta,Aurorus
510,727,727,Snover,Greninja,Greninja
103,570,103,Mega Gengar,Liepard,Mega Gengar
292,542,542,Cascoon,Palkia,Palkia
684,661,661,Golett,Klink,Klink
768,756,756,Tyrantrum,Slurpuff,Slurpuff
485,527,527,Bronzor,Gallade,Gallade
59,424,59,Persian,Groudon,Persian
484,56,56,Skuntank,Diglett,Diglett
681,450,681,Mienfoo,Luxio,Mienfoo
306,400,306,Gardevoir,Sealeo,Gardevoir
160,152,152,Dratini,Kabuto,Kabuto
597,477,477,Palpitoad,Mega Lopunny,Mega Lopunny
696,617,696,Zweilous,Darmanitan Zen Mode,Zweilous
775,304,304,Goomy,Ralts,Ralts
554,435,554,Victini,Torterra,Victini
519,297,519,Magmortar,Seedot,Magmortar
222,693,693,Dunsparce,Heatmor,Heatmor
3,545,545,Venusaur,Giratina Altered Forme,Giratina Altered Forme
379,570,570,Cradily,Liepard,Liepard
225,510,510,Mega Steelix,Snover,Snover
277,504,504,Torchic,Croagunk,Croagunk
494,119,494,Garchomp,Weezing,Garchomp
260,639,260,Magby,Solosis,Magby
264,23,23,Entei,Pidgeot,Pidgeot
16,785,785,Butterfree,Gourgeist Average Size,Gourgeist Average Size
506,754,506,Carnivine,Aromatisse,Carnivine
196,34,34,Ampharos,Sandslash,Sandslash
799,60,799,Hoopa Unbound,Psyduck,Hoopa Unbound
82,487,82,Graveler,Bonsly,Graveler
611,194,611,Basculin,Mareep,Basculin
242,371,371,Remoraid,Solrock,Solrock
169,175,169,Meganium,Feraligatr,Meganium
229,173,229,Scizor,Totodile,Scizor
23,704,704,Pidgeot,Tornadus Therian Forme,Tornadus Therian Forme
581,58,581,Unfezant,Meowth,Unfezant
88,315,315,Mega Slowbro,Nincada,Nincada
357,737,737,Spoink,Pyroar,Pyroar
599,92,92,Throh,Doduo,Doduo
736,798,798,Litleo,Hoopa Confined,Hoopa Confined
611,531,531,Basculin,Froslass,Froslass
107,484,484,Krabby,Skuntank,Skuntank
491,532,491,Spiritomb,Rotom,Spiritomb
657,200,657,Joltik,Azumarill,Joltik
261,546,546,Miltank,Giratina Origin Forme,Giratina Origin Forme
506,746,746,Carnivine,Espurr,Espurr
686,796,686,Pawniard,Diancie,Pawniard
314,435,314,Slaking,Torterra,Slaking
147,741,147,Jolteon,Skiddo,Jolteon
245,743,245,Mantine,Pancham,Mantine
153,157,157,Kabutops,Articuno,Articuno
684,425,425,Golett,Primal Groudon,Primal Groudon
61,136,136,Golduck,Magmar,Magmar
53,716,716,Parasect,Meloetta Aria Forme,Meloetta Aria Forme
753,538,538,Spritzee,Uxie,Uxie
332,324,332,Lairon,Nosepass,Lairon
203,252,252,Hoppip,Donphan,Donphan
456,150,150,Shieldon,Omanyte,Omanyte
550,415,550,Darkrai,Regirock,Darkrai
28,670,670,Fearow,Lampent,Lampent
261,670,670,Miltank,Lampent,Lampent
589,330,589,Drilbur,Mega Mawile,Drilbur
327,105,105,Sableye,Drowzee,Drowzee
346,409,409,Gulpin,Salamence,Salamence
710,219,710,Landorus Therian Forme,Girafarig,Landorus Therian Forme
451,756,756,Luxray,Slurpuff,Slurpuff
19,222,19,Beedrill,Dunsparce,Beedrill
152,141,141,Kabuto,Gyarados,Gyarados
408,75,75,Shelgon,Machamp,Machamp
142,300,300,Mega Gyarados,Taillow,Taillow
311,570,570,Breloom,Liepard,Liepard
680,611,611,Stunfisk,Basculin,Basculin
482,461,482,Chingling,Wormadam Trash Cloak,Chingling
77,705,705,Weepinbell,Thundurus Incarnate Forme,Thundurus Incarnate Forme
65,201,65,Arcanine,Sudowoodo,Arcanine
598,454,598,Seismitoad,Cranidos,Seismitoad
139,248,139,Tauros,Houndoom,Tauros
560,240,560,Emboar,Piloswine,Emboar
109,513,513,Voltorb,Weavile,Weavile
220,258,220,Pineco,Smoochum,Pineco
508,54,508,Lumineon,Venonat,Lumineon
717,568,717,Meloetta Pirouette Forme,Stoutland,Meloetta Pirouette Forme
441,565,565,Empoleon,Watchog,Watchog
149,677,677,Porygon,Cryogonal,Cryogonal
463,405,405,Combee,Relicanth,Relicanth
711,422,711,Kyurem,Kyogre,Kyurem
74,611,611,Machoke,Basculin,Basculin
172,376,172,Typhlosion,Baltoy,Typhlosion
80,336,80,Tentacruel,Medicham,Tentacruel
45,120,120,Jigglypuff,Rhyhorn,Rhyhorn
619,105,619,Dwebble,Drowzee,Dwebble
177,738,177,Furret,Flabébé,Furret
659,394,394,Ferroseed,Mega Absol,Mega Absol
22,366,366,Pidgeotto,Altaria,Altaria
286,653,286,Mightyena,Amoonguss,Mightyena
229,476,476,Scizor,Lopunny,Lopunny
286,92,92,Mightyena,Doduo,Doduo
486,614,614,Bronzong,Krookodile,Krookodile
587,285,285,Woobat,Poochyena,Poochyena
328,488,328,Mega Sableye,Mime Jr.,Mega Sableye
674,504,674,Haxorus,Croagunk,Haxorus
334,232,232,Mega Aggron,Heracross,Heracross
632,358,632,Zorua,Grumpig,Zorua
409,490,409,Salamence,Chatot,Salamence
563,692,692,Samurott,Mandibuzz,Mandibuzz
187,288,288,Pichu,Linoone,Linoone
527,294,527,Gallade,Lotad,Gallade
110,738,110,Electrode,Flabébé,Electrode
152,420,420,Kabuto,Latios,Latios
785,64,785,Gourgeist Average Size,Growlithe,Gourgeist Average Size
427,153,427,Mega Rayquaza,Kabutops,Mega Rayquaza
623,490,623,Sigilyph,Chatot,Sigilyph
56,632,56,Diglett,Zorua,Diglett
330,153,153,Mega Mawile,Kabutops,Kabutops
583,2,583,Zebstrika,Ivysaur,Zebstrika
321,67,67,Makuhita,Poliwhirl,Poliwhirl
328,103,328,Mega Sableye,Mega Gengar,Mega Sableye
89,616,616,Magnemite,Darmanitan Standard Mode,Darmanitan Standard Mode
768,692,692,Tyrantrum,Mandibuzz,Mandibuzz
720,184,184,Quilladin,Crobat,Crobat
500,763,763,Hippopotas,Clauncher,Clauncher
323,362,323,Azurill,Flygon,Azurill
671,88,671,Chandelure,Mega Slowbro,Chandelure
237,255,255,Slugma,Smeargle,Smeargle
179,792,792,Noctowl,Noivern,Noivern
353,405,405,Numel,Relicanth,Relicanth
702,389,702,Virizion,Duskull,Virizion
340,102,340,Mega Manectric,Gengar,Mega Manectric
468,406,468,Cherubi,Luvdisc,Cherubi
649,528,528,Emolga,Mega Gallade,Mega Gallade
148,675,148,Flareon,Cubchoo,Flareon
734,109,109,Spewpa,Voltorb,Voltorb
197,694,694,Mega Ampharos,Durant,Durant
683,393,393,Druddigon,Absol,Absol
412,203,203,Metang,Hoppip,Hoppip
189,140,189,Igglybuff,Magikarp,Igglybuff
344,382,344,Illumise,Feebas,Illumise
153,428,428,Kabutops,Jirachi,Jirachi
296,299,299,Ludicolo,Shiftry,Shiftry
600,171,600,Sawk,Quilava,Sawk
499,579,499,Mega Lucario,Pidove,Mega Lucario
350,26,350,Mega Sharpedo,Raticate,Mega Sharpedo
324,636,636,Nosepass,Gothita,Gothita
255,708,708,Smeargle,Zekrom,Zekrom
55,720,55,Venomoth,Quilladin,Venomoth
361,631,631,Vibrava,Garbodor,Garbodor
786,508,786,Gourgeist Small Size,Lumineon,Gourgeist Small Size
742,408,742,Gogoat,Shelgon,Gogoat
368,664,368,Zangoose,Tynamo,Zangoose
123,512,123,Tangela,Mega Abomasnow,Tangela
731,591,731,Fletchinder,Audino,Fletchinder
759,157,157,Binacle,Articuno,Articuno
770,121,770,Aurorus,Rhydon,Aurorus
260,425,425,Magby,Primal Groudon,Primal Groudon
30,103,103,Arbok,Mega Gengar,Mega Gengar
276,733,276,Mega Sceptile,Scatterbug,Mega Sceptile
392,165,165,Chimecho,Mega Mewtwo Y,Mega Mewtwo Y
665,143,143,Eelektrik,Lapras,Lapras
393,106,393,Absol,Hypno,Absol
708,330,708,Zekrom,Mega Mawile,Zekrom
728,662,728,Bunnelby,Klang,Bunnelby
772,109,772,Hawlucha,Voltorb,Hawlucha
354,59,59,Camerupt,Persian,Persian
678,11,11,Shelmet,Wartortle,Wartortle
355,707,707,Mega Camerupt,Reshiram,Reshiram
333,529,333,Aggron,Probopass,Aggron
604,535,535,Venipede,Frost Rotom,Frost Rotom
722,264,264,Fennekin,Entei,Entei
543,269,543,Heatran,Mega Tyranitar,Heatran
751,386,386,Aegislash Blade Forme,Shuppet,Shuppet
553,714,553,Arceus,Keldeo Ordinary Forme,Arceus
156,661,661,Snorlax,Klink,Klink
605,140,605,Whirlipede,Magikarp,Whirlipede
432,32,432,Deoxys Speed Forme,Raichu,Deoxys Speed Forme
73,265,265,Machop,Suicune,Suicune
247,662,247,Houndour,Klang,Houndour
459,329,329,Wormadam Plant Cloak,Mawile,Mawile
55,170,55,Venomoth,Cyndaquil,Venomoth
15,248,248,Metapod,Houndoom,Houndoom
583,6,583,Zebstrika,Charmeleon,Zebstrika
679,674,679,Accelgor,Haxorus,Accelgor
202,52,202,Politoed,Paras,Politoed
714,685,685,Keldeo Ordinary Forme,Golurk,Golurk
412,138,138,Metang,Mega Pinsir,Mega Pinsir
418,778,418,Latias,Klefki,Latias
565,70,70,Watchog,Kadabra,Kadabra
156,169,169,Snorlax,Meganium,Meganium
654,678,678,Frillish,Shelmet,Shelmet
502,204,204,Skorupi,Skiploom,Skiploom
486,49,486,Bronzong,Oddish,Bronzong
675,203,203,Cubchoo,Hoppip,Hoppip
248,194,248,Houndoom,Mareep,Houndoom
364,382,364,Cacturne,Feebas,Cacturne
335,584,335,Meditite,Roggenrola,Meditite
529,630,630,Probopass,Trubbish,Trubbish
437,766,766,Monferno,Heliolisk,Heliolisk
244,489,244,Delibird,Happiny,Delibird
309,325,309,Masquerain,Skitty,Masquerain
274,286,274,Grovyle,Mightyena,Grovyle
330,590,590,Mega Mawile,Excadrill,Excadrill
580,447,580,Tranquill,Kricketot,Tranquill
172,441,172,Typhlosion,Empoleon,Typhlosion
775,65,65,Goomy,Arcanine,Arcanine
317,25,25,Shedinja,Rattata,Rattata
11,243,11,Wartortle,Octillery,Wartortle
602,739,739,Swadloon,Floette,Floette
645,307,307,Vanillish,Mega Gardevoir,Mega Gardevoir
490,196,490,Chatot,Ampharos,Chatot
632,539,632,Zorua,Mesprit,Zorua
247,438,438,Houndour,Infernape,Infernape
247,792,792,Houndour,Noivern,Noivern
237,602,602,Slugma,Swadloon,Swadloon
316,711,316,Ninjask,Kyurem,Ninjask
563,304,563,Samurott,Ralts,Samurott
404,747,747,Gorebyss,Meowstic Male,Meowstic Male
87,202,202,Slowbro,Politoed,Politoed
665,114,114,Eelektrik,Marowak,Marowak
511,338,338,Abomasnow,Electrike,Electrike
219,551,551,Girafarig,Shaymin Land Forme,Shaymin Land Forme
435,227,435,Torterra,Granbull,Torterra
245,318,245,Mantine,Whismur,Mantine
710,575,710,Landorus Therian Forme,Panpour,Landorus Therian Forme
226,616,616,Snubbull,Darmanitan Standard Mode,Darmanitan Standard Mode
462,376,462,Mothim,Baltoy,Mothim
743,452,452,Pancham,Budew,Budew
517,475,475,Tangrowth,Buneary,Buneary
420,510,420,Latios,Snover,Latios
613,467,467,Krokorok,Floatzel,Floatzel
297,756,756,Seedot,Slurpuff,Slurpuff
222,473,473,Dunsparce,Drifloon,Drifloon
695,229,229,Deino,Scizor,Scizor
634,353,634,Minccino,Numel,Minccino
511,218,511,Abomasnow,Wobbuffet,Abomasnow
678,20,20,Shelmet,Mega Beedrill,Mega Beedrill
274,626,274,Grovyle,Tirtouga,Grovyle
166,432,432,Mew,Deoxys Speed Forme,Deoxys Speed Forme
778,286,778,Klefki,Mightyena,Klefki
148,723,723,Flareon,Braixen,Braixen
761,800,800,Skrelp,Volcanion,Volcanion
463,354,463,Combee,Camerupt,Combee
159,28,28,Moltres,Fearow,Fearow
373,298,298,Whiscash,Nuzleaf,Nuzleaf
356,323,323,Torkoal,Azurill,Azurill
62,538,538,Mankey,Uxie,Uxie
312,48,48,Slakoth,Golbat,Golbat
727,623,727,Greninja,Sigilyph,Greninja
53,797,797,Parasect,Mega Diancie,Mega Diancie
643,661,643,Swanna,Klink,Swanna
541,182,541,Dialga,Spinarak,Dialga
734,372,372,Spewpa,Barboach,Barboach
590,355,590,Excadrill,Mega Camerupt,Excadrill
299,265,265,Shiftry,Suicune,Suicune
321,143,143,Makuhita,Lapras,Lapras
581,704,704,Unfezant,Tornadus Therian Forme,Tornadus Therian Forme
17,430,430,Weedle,DeoxysAttack Forme,DeoxysAttack Forme
749,135,135,Honedge,Electabuzz,Electabuzz
197,604,604,Mega Ampharos,Venipede,Venipede
632,615,632,Zorua,Darumaka,Zorua
207,774,774,Sunkern,Carbink,Carbink
234,677,234,Sneasel,Cryogonal,Sneasel
495,139,139,Mega Garchomp,Tauros,Tauros
257,412,257,Hitmontop,Metang,Hitmontop
436,748,748,Chimchar,Meowstic Female,Meowstic Female
558,610,610,Tepig,Lilligant,Lilligant
775,340,340,Goomy,Mega Manectric,Mega Manectric
173,386,386,Totodile,Shuppet,Shuppet
720,512,720,Quilladin,Mega Abomasnow,Quilladin
536,541,541,Fan Rotom,Dialga,Dialga
799,272,272,Hoopa Unbound,Celebi,Celebi
664,716,716,Tynamo,Meloetta Aria Forme,Meloetta Aria Forme
138,729,138,Mega Pinsir,Diggersby,Mega Pinsir
404,669,404,Gorebyss,Litwick,Gorebyss
105,332,105,Drowzee,Lairon,Drowzee
25,558,25,Rattata,Tepig,Rattata
417,723,723,Registeel,Braixen,Braixen
262,196,196,Blissey,Ampharos,Ampharos
444,478,478,Staraptor,Mismagius,Mismagius
344,630,344,Illumise,Trubbish,Illumise
279,290,279,Blaziken,Silcoon,Blaziken
378,640,640,Lileep,Duosion,Duosion
547,84,84,Cresselia,Ponyta,Ponyta
318,360,318,Whismur,Trapinch,Whismur
62,374,62,Mankey,Corphish,Mankey
633,332,633,Zoroark,Lairon,Zoroark
584,351,351,Roggenrola,Wailmer,Wailmer
100,147,147,Gastly,Jolteon,Jolteon
503,177,503,Drapion,Furret,Drapion
310,717,717,Shroomish,Meloetta Pirouette Forme,Meloetta Pirouette Forme
156,368,368,Snorlax,Zangoose,Zangoose
363,703,703,Cacnea,Tornadus Incarnate Forme,Tornadus Incarnate Forme
778,290,778,Klefki,Silcoon,Klefki
783,332,783,Pumpkaboo Large Size,Lairon,Pumpkaboo Large Size
616,136,616,Darmanitan Standard Mode,Magmar,Darmanitan Standard Mode
527,736,527,Gallade,Litleo,Gallade
190,79,79,Togepi,Tentacool,Tentacool
101,235,235,Haunter,Teddiursa,Teddiursa
173,162,162,Totodile,Dragonite,Dragonite
449,389,449,Shinx,Duskull,Shinx
703,320,703,Tornadus Incarnate Forme,Exploud,Tornadus Incarnate Forme
724,125,724,Delphox,Mega Kangaskhan,Delphox
34,527,527,Sandslash,Gallade,Gallade
39,333,333,Nidorino,Aggron,Aggron
599,549,549,Throh,Manaphy,Manaphy
731,332,731,Fletchinder,Lairon,Fletchinder
220,19,19,Pineco,Beedrill,Beedrill
27,298,27,Spearow,Nuzleaf,Spearow
501,358,358,Hippowdon,Grumpig,Grumpig
297,328,328,Seedot,Mega Sableye,Mega Sableye
224,173,173,Steelix,Totodile,Totodile
147,294,147,Jolteon,Lotad,Jolteon
137,558,137,Pinsir,Tepig,Pinsir
182,499,499,Spinarak,Mega Lucario,Mega Lucario
540,213,213,Azelf,Umbreon,Umbreon
644,61,61,Vanillite,Golduck,Golduck
523,592,523,Glaceon,Mega Audino,Glaceon
427,165,165,Mega Rayquaza,Mega Mewtwo Y,Mega Mewtwo Y
606,680,606,  Scolipede  ,Stunfisk,  Scolipede  
177,380,177,Furret,Anorith,Furret
116,161,116,Hitmonchan,Dragonair,Hitmonchan
616,198,616,Darmanitan Standard Mode,Bellossom,Darmanitan Standard Mode
434,18,434,  Grotle  ,Kakuna,  Grotle  
43,137,137,Vulpix,Pinsir,Pinsir
481,697,481,Purugly,Hydreigon,Purugly
645,676,645,Vanillish,Beartic,Vanillish
175,293,175,Feraligatr,Dustox,Feraligatr
44,511,44,Ninetales,Abomasnow,Ninetales
502,300,300,Skorupi,Taillow,Taillow
592,4,4,Mega Audino,Mega Venusaur,Mega Venusaur
356,59,59,Torkoal,Persian,Persian
80,769,80,Tentacruel,Amaura,Tentacruel
708,450,708,Zekrom,Luxio,Zekrom
766,539,766,Heliolisk,Mesprit,Heliolisk
587,621,621,Woobat,Scraggy,Scraggy
772,553,553,Hawlucha,Arceus,Arceus
649,519,649,Emolga,Magmortar,Emolga
446,520,520,Bibarel,Togekiss,Togekiss
129,726,726,Seaking,Frogadier,Frogadier
546,752,546,Giratina Origin Forme,Aegislash Shield Forme,Giratina Origin Forme
213,764,213,Umbreon,Clawitzer,Umbreon
702,181,702,Virizion,Ledian,Virizion
174,580,580,Croconaw,Tranquill,Tranquill
376,292,376,Baltoy,Cascoon,Baltoy
147,571,147,Jolteon,Pansage,Jolteon
530,194,530,Dusknoir,Mareep,Dusknoir
187,241,187,Pichu,Corsola,Pichu
550,223,550,Darkrai,Gligar,Darkrai
310,574,574,Shroomish,Simisear,Simisear
663,250,663,Klinklang,Kingdra,Klinklang
36,629,629,Nidorina,Archeops,Archeops
197,191,197,Mega Ampharos,Togetic,Mega Ampharos
499,194,499,Mega Lucario,Mareep,Mega Lucario
269,632,269,Mega Tyranitar,Zorua,Mega Tyranitar
56,364,364,Diglett,Cacturne,Cacturne
119,104,104,Weezing,Onix,Onix
75,798,798,Machamp,Hoopa Confined,Hoopa Confined
695,429,695,Deino,Deoxys Normal Forme,Deino
796,63,63,Diancie,,
415,332,415,Regirock,Lairon,Regirock
735,270,270,Vivillon,Lugia,Lugia
560,324,560,Emboar,Nosepass,Emboar
677,426,677,Cryogonal,Rayquaza,Cryogonal
675,163,163,Cubchoo,Mewtwo,Mewtwo
333,774,774,Aggron,Carbink,Carbink
292,79,79,Cascoon,Tentacool,Tentacool
62,712,712,Mankey,Kyurem Black Kyurem,Kyurem Black Kyurem
336,435,336,Medicham,Torterra,Medicham
83,491,83,Golem,Spiritomb,Golem
570,252,570,Liepard,Donphan,Liepard
234,228,234,Sneasel,Qwilfish,Sneasel
214,586,586,Murkrow,Gigalith,Gigalith
433,771,771,Turtwig,Sylveon,Sylveon
415,162,162,Regirock,Dragonite,Dragonite
77,688,688,Weepinbell,Bouffalant,Bouffalant
578,678,578,Musharna,Shelmet,Musharna
207,292,207,Sunkern,Cascoon,Sunkern
751,271,271,Aegislash Blade Forme,Ho-oh,Ho-oh
88,256,256,Mega Slowbro,Tyrogue,Tyrogue
467,727,727,Floatzel,Greninja,Greninja
204,726,726,Skiploom,Frogadier,Frogadier
572,739,572,Simisage,Floette,Simisage
509,68,68,Mantyke,Poliwrath,Poliwrath
425,82,425,Primal Groudon,Graveler,Primal Groudon
259,28,28,Elekid,Fearow,Fearow
724,735,724,Delphox,Vivillon,Delphox
87,746,746,Slowbro,Espurr,Espurr
124,595,124,Kangaskhan,Conkeldurr,Kangaskhan
767,681,681,Tyrunt,Mienfoo,Mienfoo
527,196,527,Gallade,Ampharos,Gallade
394,38,394,Mega Absol,Nidoran♂,Mega Absol
778,557,557,Klefki,Serperior,Serperior
304,374,304,Ralts,Corphish,Ralts
386,60,60,Shuppet,Psyduck,Psyduck
444,275,275,Staraptor,Sceptile,Sceptile
710,497,710,Landorus Therian Forme,Riolu,Landorus Therian Forme
753,793,793,Spritzee,Xerneas,Xerneas
331,469,331,Aron,Cherrim,Aron
432,150,432,Deoxys Speed Forme,Omanyte,Deoxys Speed Forme
490,698,490,Chatot,Larvesta,Chatot
140,443,443,Magikarp,Staravia,Staravia
25,48,48,Rattata,Golbat,Golbat
20,532,20,Mega Beedrill,Rotom,Mega Beedrill
124,527,124,Kangaskhan,Gallade,Kangaskhan
44,311,44,Ninetales,Breloom,Ninetales
342,192,342,Minun,Natu,Minun
651,588,651,Escavalier,Swoobat,Escavalier
120,368,368,Rhyhorn,Zangoose,Zangoose
114,103,103,Marowak,Mega Gengar,Mega Gengar
500,742,742,Hippopotas,Gogoat,Gogoat
9,177,9,Mega Charizard Y,Furret,Mega Charizard Y
189,668,668,Igglybuff,Beheeyem,Beheeyem
590,227,590,Excadrill,Granbull,Excadrill
36,346,36,Nidorina,Gulpin,Nidorina
21,135,135,Pidgey,Electabuzz,Electabuzz
363,625,363,Cacnea,Cofagrigus,Cacnea
741,311,311,Skiddo,Breloom,Breloom
97,672,672,Muk,Axew,Axew
555,210,555,Snivy,Wooper,Snivy
256,103,103,Tyrogue,Mega Gengar,Mega Gengar
50,408,408,Gloom,Shelgon,Shelgon
71,39,71,Alakazam,Nidorino,Alakazam
292,277,277,Cascoon,Torchic,Torchic
705,375,705,Thundurus Incarnate Forme,Crawdaunt,Thundurus Incarnate Forme
260,670,260,Magby,Lampent,Magby
288,6,288,Linoone,Charmeleon,Linoone
156,725,156,Snorlax,Froakie,Snorlax
651,766,651,Escavalier,Heliolisk,Escavalier
360,696,696,Trapinch,Zweilous,Zweilous
595,233,233,Conkeldurr,Mega Heracross,Mega Heracross
694,427,427,Durant,Mega Rayquaza,Mega Rayquaza
439,510,510,Piplup,Snover,Snover
4,226,4,Mega Venusaur,Snubbull,Mega Venusaur
624,748,748,Yamask,Meowstic Female,Meowstic Female
7,80,80,Charizard,Tentacruel,Tentacruel
126,31,31,Horsea,Pikachu,Pikachu
191,685,685,Togetic,Golurk,Golurk
431,288,288,Deoxys Defense Forme,Linoone,Linoone
511,326,326,Abomasnow,Delcatty,Delcatty
446,680,446,Bibarel,Stunfisk,Bibarel
588,95,588,Swoobat,Dewgong,Swoobat
493,323,493,Gabite,Azurill,Gabite
133,461,133,Scyther,Wormadam Trash Cloak,Scyther
299,73,299,Shiftry,Machop,Shiftry
176,554,554,Sentret,Victini,Victini
256,291,291,Tyrogue,Beautifly,Beautifly
695,172,172,Deino,Typhlosion,Typhlosion
435,420,420,Torterra,Latios,Latios
154,95,154,Aerodactyl,Dewgong,Aerodactyl
277,749,749,Torchic,Honedge,Honedge
150,251,251,Omanyte,Phanpy,Phanpy
366,686,366,Altaria,Pawniard,Altaria
117,788,788,Lickitung,Gourgeist Super Size,Gourgeist Super Size
637,364,364,Gothorita,Cacturne,Cacturne
174,661,174,Croconaw,Klink,Croconaw
425,276,276,Primal Groudon,Mega Sceptile,Mega Sceptile
758,245,758,Malamar,Mantine,Malamar
710,435,710,Landorus Therian Forme,Torterra,Landorus Therian Forme
475,370,475,Buneary,Lunatone,Buneary
161,589,161,Dragonair,Drilbur,Dragonair
343,354,354,Volbeat,Camerupt,Camerupt
177,128,177,Furret,Goldeen,Furret
478,61,478,Mismagius,Golduck,Mismagius
709,526,709,Landorus Incarnate Forme,Porygon-Z,Landorus Incarnate Forme
644,350,350,Vanillite,Mega Sharpedo,Mega Sharpedo
525,662,525,Mamoswine,Klang,Mamoswine
299,790,299,Shiftry,Avalugg,Shiftry
5,278,5,Charmander,Combusken,Charmander
761,627,627,Skrelp,Carracosta,Carracosta
221,173,173,Forretress,Totodile,Totodile
625,461,461,Cofagrigus,Wormadam Trash Cloak,Wormadam Trash Cloak
569,309,569,Purrloin,Masquerain,Purrloin
366,530,366,Altaria,Dusknoir,Altaria
572,395,572,Simisage,Wynaut,Simisage
361,790,790,Vibrava,Avalugg,Avalugg
798,373,798,Hoopa Confined,Whiscash,Hoopa Confined
468,195,195,Cherubi,Flaaffy,Flaaffy
346,265,265,Gulpin,Suicune,Suicune
385,493,493,Kecleon,Gabite,Gabite
485,441,441,Bronzor,Empoleon,Empoleon
546,531,531,Giratina Origin Forme,Froslass,Froslass
401,275,275,Walrein,Sceptile,Sceptile
736,223,223,Litleo,Gligar,Gligar
189,451,451,Igglybuff,Luxray,Luxray
758,527,758,Malamar,Gallade,Malamar
273,501,273,Treecko,Hippowdon,Treecko
1,714,714,Bulbasaur,Keldeo Ordinary Forme,Keldeo Ordinary Forme
683,189,683,Druddigon,Igglybuff,Druddigon
191,539,539,Togetic,Mesprit,Mesprit
713,750,713,Kyurem White Kyurem,Doublade,Kyurem White Kyurem
623,284,623,Sigilyph,Mega Swampert,Sigilyph
344,264,264,Illumise,Entei,Entei
307,320,307,Mega Gardevoir,Exploud,Mega Gardevoir
474,483,474,Drifblim,Stunky,Drifblim
581,603,581,Unfezant,Leavanny,Unfezant
470,292,470,Shellos,Cascoon,Shellos
591,149,591,Audino,Porygon,Audino
391,394,394,Tropius,Mega Absol,Mega Absol
579,689,689,Pidove,Rufflet,Rufflet
493,699,699,Gabite,Volcarona,Volcarona
771,723,723,Sylveon,Braixen,Braixen
693,387,387,Heatmor,Banette,Banette
732,750,732,Talonflame,Doublade,Talonflame
417,377,377,Registeel,Claydol,Claydol
540,702,540,Azelf,Virizion,Azelf
766,353,766,Heliolisk,Numel,Heliolisk
692,738,692,Mandibuzz,Flabébé,Mandibuzz
154,408,154,Aerodactyl,Shelgon,Aerodactyl
245,231,245,Mantine,Shuckle,Mantine
189,307,307,Igglybuff,Mega Gardevoir,Mega Gardevoir
429,244,429,Deoxys Normal Forme,Delibird,Deoxys Normal Forme
469,622,469,Cherrim,Scrafty,Cherrim
208,145,145,Sunflora,Eevee,Eevee
201,619,619,Sudowoodo,Dwebble,Dwebble
567,395,567,Herdier,Wynaut,Herdier
542,679,679,Palkia,Accelgor,Accelgor
166,237,166,Mew,Slugma,Mew
732,502,732,Talonflame,Skorupi,Talonflame
732,27,732,Talonflame,Spearow,Talonflame
395,439,439,Wynaut,Piplup,Piplup
674,41,41,Haxorus,Clefairy,Clefairy
317,216,216,Shedinja,Misdreavus,Misdreavus
582,289,582,Blitzle,Wurmple,Blitzle
221,448,448,Forretress,Kricketune,Kricketune
308,110,110,Surskit,Electrode,Electrode
356,574,574,Torkoal,Simisear,Simisear
101,675,101,Haunter,Cubchoo,Haunter
528,86,528,Mega Gallade,Slowpoke,Mega Gallade
434,10,10,  Grotle  ,Squirtle,Squirtle
369,312,369,Seviper,Slakoth,Seviper
573,228,228,Pansear,Qwilfish,Qwilfish
305,638,638,Kirlia,Gothitelle,Gothitelle
85,339,339,Rapidash,Manectric,Manectric
665,217,217,Eelektrik,Unown,Unown
465,1,465,Pachirisu,Bulbasaur,Pachirisu
143,18,143,Lapras,Kakuna,Lapras
303,436,303,Pelipper,Chimchar,Pelipper
785,380,785,Gourgeist Average Size,Anorith,Gourgeist Average Size
732,599,732,Talonflame,Throh,Talonflame
352,597,597,Wailord,Palpitoad,Palpitoad
526,676,526,Porygon-Z,Beartic,Porygon-Z
572,769,572,Simisage,Amaura,Simisage
